ID,Class1,Class2,Class3,Class4,Class5,Class6,Class7,Class8,Class9,Class10,Class11,Class12,Class13,Class14,Class15,Class16,Class17,Class18,Class19,Class20,Class21,Class22,Class23,Class24,Class25,Class26,Class27,Class28,Class29,Class30,Class31,Class32,Class33,Class34,Class35,Class36,Class37,Class38,Class39,Class40,Class41,Class42,Class43,Class44,Class45,Class46,Class47,Class48,Class49,Class50
1,0.0693846,0.0010775,0.0011468,0.0012236,0.0000602,0.0001098,0.0004021,0.0036866,0.0035017,0.0011950,0.0000954,0.0005591,0.0000882,0.0050466,0.0006615,0.0025809,0.0000909,0.0031257,0.0006098,0.0006821,0.0000528,0.0002198,0.0197401,0.0001708,0.0000054,0.0002739,0.0000668,0.0092755,0.0012247,0.0007079,0.0000695,0.0004247,0.0017255,0.0008745,0.0011293,0.0070337,0.0017437,0.0001675,0.0002715,0.0003650,0.5543898,0.2539235,0.0137785,0.0012477,0.0003511,0.0011599,0.0067091,0.0218501,0.0056778,0.0000411
2,0.0019379,0.0075149,0.0010887,0.0016515,0.0117350,0.8915005,0.0022897,0.0011606,0.0007504,0.0056167,0.0012108,0.0003883,0.0002083,0.0048883,0.0001064,0.0068970,0.0000707,0.0021587,0.0001029,0.0005641,0.0008700,0.0001893,0.0003859,0.0004716,0.0027717,0.0002583,0.0000338,0.0007669,0.0001075,0.0023055,0.0001964,0.0006062,0.0030654,0.0008556,0.0005864,0.0012222,0.0048221,0.0006321,0.0004120,0.0033203,0.0072005,0.0001176,0.0000530,0.0006149,0.0016073,0.0002655,0.0003881,0.0237001,0.0001268,0.0002059
3,0.0000229,0.0021189,0.0000058,0.0000020,0.0000645,0.0000016,0.0000242,0.0000027,0.0000016,0.0000046,0.0000083,0.0000040,0.9936127,0.0000110,0.0000515,0.0030880,0.0000483,0.0000027,0.0000007,0.0000065,0.0003202,0.0000071,0.0000097,0.0000137,0.0000135,0.0000334,0.0000347,0.0000042,0.0000060,0.0000014,0.0000768,0.0001709,0.0000009,0.0000818,0.0000011,0.0000076,0.0000016,0.0000024,0.0000013,0.0000073,0.0000100,0.0000034,0.0000059,0.0000070,0.0000406,0.0000250,0.0000046,0.0000043,0.0000113,0.0000095
4,0.0569039,0.0767928,0.0055503,0.0039278,0.0000944,0.0003796,0.0009949,0.0125440,0.0019539,0.0041520,0.0120490,0.0006653,0.0453556,0.0028096,0.0188623,0.3295609,0.0064172,0.0058110,0.0037308,0.0128534,0.0000923,0.0018921,0.0023483,0.1295650,0.0098754,0.0040558,0.0253080,0.0071749,0.0047683,0.0190944,0.0002009,0.0000512,0.0017150,0.0054219,0.0016176,0.0970954,0.0007874,0.0053672,0.0015698,0.0002416,0.0034965,0.0048802,0.0110612,0.0059737,0.0194765,0.0007508,0.0059997,0.0147358,0.0017079,0.0122665
5,0.0013110,0.0012248,0.0010359,0.0089518,0.0002787,0.0006486,0.0000001,0.0056125,0.0002631,0.0014533,0.0007010,0.0014197,0.0018134,0.0001467,0.0012959,0.0002243,0.0031426,0.0051693,0.0012927,0.0062890,0.0006439,0.0000560,0.0005222,0.0000619,0.0009265,0.0006298,0.0024170,0.0026703,0.0000136,0.0006504,0.0050705,0.0002396,0.8008436,0.0015988,0.0001912,0.0015952,0.0000853,0.0140634,0.0002898,0.0002678,0.0844612,0.0007005,0.0014641,0.0001341,0.0123060,0.0013519,0.0003568,0.0163108,0.0059018,0.0019016
6,0.0000016,0.0000098,0.0000061,0.0000189,0.0000135,0.0000013,0.0000051,0.0000041,0.0000025,0.0000071,0.0000245,0.0000181,0.0000030,0.0000116,0.0000689,0.0000037,0.0000208,0.0000562,0.0000039,0.0000052,0.0000030,0.0000034,0.9986002,0.0000094,0.0000001,0.0000176,0.0000011,0.0000254,0.0000085,0.0000020,0.0000011,0.0000143,0.0000008,0.0000424,0.0000068,0.0000063,0.0000434,0.0000391,0.0000208,0.0000097,0.0000085,0.0000062,0.0000014,0.0000108,0.0000015,0.0000027,0.0000220,0.0000021,0.0008021,0.0000016
7,0.1995452,0.0016873,0.0002378,0.0001715,0.0018972,0.0004790,0.0012277,0.0042284,0.0002097,0.0004880,0.0059414,0.0015839,0.0029090,0.0002316,0.0002097,0.0015865,0.0017524,0.0022905,0.0005951,0.0007151,0.0007369,0.0003188,0.0008175,0.0010632,0.0006190,0.0093576,0.0002168,0.0004822,0.7170882,0.0146244,0.0004526,0.0020692,0.0003658,0.0007095,0.0002636,0.0002644,0.0061046,0.0011285,0.0003229,0.0013349,0.0005606,0.0003300,0.0009803,0.0018402,0.0002198,0.0003275,0.0007424,0.0016746,0.0010245,0.0059728
8,0.0017033,0.0082097,0.3475563,0.2895097,0.0249404,0.0002400,0.0006341,0.0002383,0.0007814,0.0004260,0.0003492,0.0607941,0.0010838,0.0002284,0.0014739,0.0000164,0.0045929,0.0010162,0.0100879,0.0029856,0.0036783,0.0029177,0.0202619,0.0018200,0.0007766,0.0052598,0.0508018,0.0016430,0.0009123,0.0277454,0.0165563,0.0002623,0.0069044,0.0015829,0.0020748,0.0075564,0.0023377,0.0029074,0.0293574,0.0011883,0.0179530,0.0118878,0.0010848,0.0014011,0.0005890,0.0050865,0.0005302,0.0009406,0.0146326,0.0024823
9,0.0000367,0.0000036,0.0000022,0.0000018,0.0000072,0.0016215,0.0000175,0.0000043,0.0000023,0.0000295,0.0000036,0.0000092,0.0000512,0.0000154,0.0000057,0.0000027,0.0000042,0.0000101,0.0000184,0.0000074,0.0000431,0.0000328,0.0010116,0.0000414,0.0000046,0.0000040,0.0000024,0.0000032,0.0000098,0.0000036,0.0000050,0.0014801,0.0000058,0.0000029,0.0000145,0.0000029,0.0001329,0.0001425,0.0000096,0.0005140,0.0001121,0.0000043,0.0006128,0.0000044,0.0000017,0.0000826,0.0000609,0.9937944,0.0000021,0.0000037
10,0.0000184,0.0001532,0.0001822,0.0001634,0.0004785,0.0000157,0.0003823,0.0008356,0.0000052,0.0001017,0.0000398,0.0000145,0.0000634,0.0001051,0.0008510,0.0000078,0.0354265,0.0003016,0.0086772,0.0001235,0.0000169,0.0001212,0.0000825,0.0002556,0.0001499,0.0000198,0.0000408,0.0025378,0.0000586,0.0001801,0.0001255,0.0000789,0.0000129,0.0000052,0.0001115,0.0000215,0.0000343,0.0001013,0.0000518,0.1645906,0.0000636,0.0000236,0.0002859,0.0000161,0.0000656,0.0000427,0.0000210,0.0000527,0.7828277,0.0000580
