ID,Count
1,5
2,32
3,25
4,31
5,24
6,19
7,18
8,5
9,5
10,30
11,23
12,9
13,13
14,25
15,33
16,13
17,11
18,7
19,18
20,28
21,7
22,33
23,23
24,18
25,18
26,12
27,25
28,21
29,10
30,3
31,19
32,39
33,5
34,21
35,22
36,21
37,17
38,13
39,30
40,19
41,29
42,12
43,33
44,10
45,8
46,31
47,25
48,26
49,14
50,4
51,14
52,18
53,22
54,14
55,19
56,41
57,24
58,25
59,5
60,21
61,21
62,17
63,16
64,23
65,25
66,14
67,22
68,20
69,27
70,31
71,11
72,12
73,20
74,21
75,5
76,26
77,16
78,30
79,12
80,29
81,12
82,15
83,18
84,12
85,34
86,20
87,22
88,21
89,7
90,2
91,18
92,21
93,30
94,19
95,30
96,27
97,28
98,31
99,23
100,7
101,5
102,24
103,17
104,38
105,23
106,19
107,29
108,23
109,48
110,25
111,23
112,12
113,41
114,24
115,26
116,49
117,26
118,30
119,20
120,13
121,19
122,15
123,17
124,32
125,13
126,15
127,29
128,13
129,10
130,16
131,28
132,17
133,17
134,29
135,17
136,27
137,27
138,7
139,4
140,5
141,13
142,22
143,19
144,7
145,10
146,15
147,28
148,25
149,22
150,18
151,9
152,23
153,17
154,13
155,17
156,18
157,19
158,21
159,11
160,22
161,26
162,18
163,21
164,21
165,16
166,10
167,8
168,7
169,17
170,12
171,8
172,15
173,14
174,15
175,15
176,19
177,16
178,25
179,10
180,10
181,21
182,16
183,35
184,29
185,8
186,16
187,21
188,10
189,20
190,21
191,34
192,11
193,32
194,16
195,35
196,39
197,53
198,52
199,10
200,18
201,8
202,29
203,21
204,15
205,24
206,10
207,26
208,26
209,21
210,23
211,18
212,18
213,29
214,31
215,33
216,21
217,12
218,31
219,12
220,29
221,37
222,19
223,31
224,12
225,7
226,33
227,24
228,25
229,20
230,10
231,15
232,39
233,4
234,26
235,18
236,10
237,7
238,24
239,6
240,28
241,55
242,4
243,10
244,18
245,12
246,13
247,43
248,27
