ID,Count
1,4
2,35
3,26
4,32
5,23
6,15
7,24
8,4
9,4
10,29
11,21
12,13
13,14
14,25
15,35
16,12
17,10
18,6
19,20
20,28
21,7
22,32
23,23
24,18
25,19
26,12
27,24
28,20
29,9
30,2
31,19
32,37
33,6
34,21
35,22
36,18
37,14
38,12
39,31
40,18
41,29
42,13
43,31
44,10
45,7
46,31
47,24
48,27
49,14
50,4
51,11
52,17
53,20
54,13
55,21
56,42
57,25
58,24
59,6
60,21
61,19
62,16
63,18
64,21
65,26
66,15
67,23
68,22
69,27
70,29
71,11
72,11
73,20
74,25
75,3
76,23
77,15
78,28
79,14
80,25
81,11
82,13
83,20
84,12
85,32
86,19
87,24
88,21
89,6
90,1
91,16
92,23
93,31
94,17
95,30
96,25
97,30
98,30
99,27
100,7
101,5
102,20
103,16
104,38
105,26
106,19
107,29
108,21
109,46
110,21
111,27
112,11
113,41
114,22
115,23
116,46
117,26
118,28
119,21
120,13
121,18
122,17
123,11
124,33
125,14
126,14
127,27
128,12
129,9
130,18
131,27
132,15
133,17
134,31
135,16
136,24
137,28
138,6
139,3
140,4
141,11
142,25
143,19
144,6
145,12
146,15
147,29
148,26
149,23
150,20
151,8
152,23
153,17
154,14
155,15
156,17
157,19
158,21
159,10
160,24
161,27
162,16
163,19
164,20
165,14
166,10
167,7
168,7
169,17
170,11
171,8
172,19
173,14
174,14
175,20
176,18
177,16
178,23
179,8
180,10
181,21
182,18
183,34
184,27
185,7
186,17
187,21
188,11
189,17
190,21
191,35
192,12
193,30
194,15
195,35
196,40
197,55
198,52
199,8
200,21
201,5
202,30
203,22
204,12
205,27
206,10
207,25
208,29
209,22
210,21
211,22
212,20
213,26
214,32
215,33
216,24
217,11
218,32
219,10
220,29
221,38
222,19
223,31
224,12
225,7
226,33
227,25
228,23
229,20
230,10
231,15
232,35
233,3
234,26
235,17
236,9
237,7
238,26
239,5
240,27
241,51
242,3
243,8
244,18
245,13
246,11
247,39
248,25
249,23
250,27
251,25
252,25
253,28
254,15
255,30
256,31
257,24
258,30
259,14
260,12
261,11
262,9
263,26
264,13
265,20
266,23
267,47
268,12
269,35
270,42
271,18
272,29
273,6
274,30
275,25
276,22
277,15
278,28
279,15
280,17
281,10
282,36
283,27
284,21
285,19
286,10
287,19
288,18
289,8
290,19
291,35
292,39
293,28
294,15
295,27
296,28
297,18
298,24
299,19
300,15
301,17
302,15
303,31
304,28
305,5
306,6
307,17
308,15
309,21
310,18
311,2
312,2
313,17
314,11
315,16
316,37
317,28
318,11
319,47
320,19
321,16
322,21
323,13
324,24
325,4
326,6
327,16
328,18
329,17
330,20
331,17
332,36
333,6
334,19
335,22
336,6
337,21
338,13
339,15
340,24
341,8
342,9
343,7
344,11
345,20
346,26
347,30
348,50
349,17
350,38
351,27
352,23
353,30
354,27
355,23
356,35
357,13
358,13
359,25
360,26
361,32
362,24
363,20
364,30
365,21
366,18
367,19
368,34
369,16
370,31
371,18
372,17
373,17
374,16
375,29
376,20
377,24
378,11
379,14
380,19
381,13
382,20
383,23
384,26
385,42
386,25
387,21
388,5
389,32
390,21
391,24
392,18
393,27
394,16
395,18
396,26
397,18
398,28
399,23
400,24
401,33
402,22
403,29
404,11
405,22
406,17
407,23
408,32
409,12
410,29
411,12
412,13
413,8
414,15
415,24
416,16
417,41
418,32
419,37
420,22
421,18
422,29
423,22
424,16
425,15
426,13
427,22
428,12
429,15
430,29
431,38
432,7
433,18
434,11
435,22
436,19
437,24
438,28
439,22
440,17
441,39
442,26
443,14
444,18
445,5
446,8
447,14
448,21
449,34
450,24
451,17
452,15
453,5
454,8
455,10
456,42
457,10
458,13
459,19
460,18
461,20
462,17
463,24
464,14
465,28
466,16
467,6
468,12
469,22
470,21
471,20
472,19
473,8
474,21
475,20
476,18
477,31
478,27
479,49
480,18
481,8
482,12
483,18
484,3
485,30
486,14
487,9
488,12
489,31
490,28
491,22
492,15
493,7
494,24
495,10
496,18
497,13
498,14
499,7
500,15
501,3
502,18
503,5
504,29
505,23
506,8
507,14
508,27
509,11
510,16
511,23
512,14
513,16
514,29
515,13
516,14
517,4
518,27
519,10
520,16
521,16
522,21
523,36
524,41
525,48
526,18
527,25
528,32
529,36
530,11
531,22
532,16
533,14
534,20
535,31
536,25
537,18
538,33
539,24
540,14
541,20
542,22
543,17
544,38
545,26
546,18
547,24
548,26
549,16
550,34
551,36
552,44
553,23
554,34
555,16
556,14
557,16
558,18
559,4
560,35
561,32
562,8
563,30
564,43
565,40
566,18
567,15
568,11
569,12
570,12
571,11
572,18
573,14
574,29
575,29
576,19
577,33
578,8
579,10
580,38
581,17
582,27
583,23
584,15
585,15
586,31
587,25
588,20
589,37
590,11
591,50
592,15
593,12
594,31
595,19
596,8
597,20
598,27
599,21
600,30
601,36
602,11
603,24
604,15
605,20
606,18
607,14
608,35
609,0
610,24
611,24
612,15
613,23
614,17
615,17
616,19
617,13
618,24
619,33
620,22
621,31
622,20
623,30
624,26
625,35
626,9
627,43
628,12
629,29
630,22
631,23
632,29
633,30
634,33
635,31
636,7
637,21
638,22
639,40
640,12
641,24
642,14
643,23
644,1
645,1
646,25
647,14
648,0
649,17
650,14
651,1
652,29
653,17
654,33
655,3
656,16
657,28
658,11
659,16
660,26
661,29
662,9
663,29
664,15
665,21
666,19
667,25
668,9
669,24
670,16
671,32
672,32
673,14
674,17
675,23
676,21
677,17
678,22
679,15
680,27
681,21
682,10
683,19
684,22
685,22
686,27
687,17
688,28
689,24
690,23
691,25
692,44
693,20
694,23
695,19
696,33
697,2
